113,"i took the very first tablet as directed,two hours later i was doubled up in pain with stomach cramps, i had very bad diarrhoa,and heavy menstral bleeding with clots even though i had just finished my cycle a week before."
114,"to add to this i couldnt pass urine,when i eventualy did it was full of blood."
115,i also felt very weak and could not stop shaking.
116,"I spoke with my doctor just hours after taking this medication,i described all my symptoms,the bleeding was dismissed as being a coincedence and nothing to do with the medication!!"
117,I can say that is total rubbish.
118,I would avoid this medication at all costs.
119,I had extreme abdominal pain that came on almost instantly and lasted hours from taking the arthrotec for the first time.
120,I also experienced some bleeding and threw up a number of times.
121,I urge people to think twice about taking this drug.
122,I will not be taking it again.
123,took 4 out of 5 days.
124,"Stomach cramps, gas, constipation, headaches, and, maybe a coincidence, the muscles in my left leg locked up."
125,"Also, up 5-6 times at night to pee; normally 1 or 2."
126,Stopped taking this drug.
127,The side effects more than cancel out the possible benefits.
128,Not fun.
129,"stomack pains, vomited all night about 6 times, abdominal pain, then i got severe vaginal bleeding , horrible."
130,do not take it.
131,"Lower dose for first month produced sporadic intense stomach cramps, diarrhea and nausea."
132,Always prided myself on having a cast iron stomach until this script came along.
133,I have to rate it a 5 for knee pain so I lived with it.
134,Then my doctor increased the dose after one month and I have never had anything work so well on reducing osteoarthritis pain.
135,"Unfortunately, I have also never been so sick from a prescription."
136,"Increased dosage produced constant, unyielding stomach gas and intense pain, gastrointestinal cramping, diarrhea and pain pain pain."
137,"If your gastrointestinal system can handle it, its an amazingly effective arthritis drug."
138,however I welcomed the knee pain back after suffering the side effects and booked an appointment with a knee surgeon!.
139,"Was so sick after 2 days at the increased dose, I decided it just was not worth it."
140,"Feels like menstrual cramps, back ache, sick to stomach for 24 hours +."
141,Was unhappy about being prescribed this but gave it a try since the pharmacy couldn't take it back (mistake -- didn't read about it until after I'd picked up the prescription).
142,"After taking pill with food, feels like menstrual cramps, lower back pain & nausea within 45 minutes."
143,"After the last pill, have been sick to my stomach for over 24 hours."
144,Discontinuing use immediately.
145,Have heard great things about Celebrex.
146,Maybe will ask for that.
147,I experienced mild cramps and bloating.
148,It helped to relieve the pain.
149,Nothing that over the counter Tums or Gas-X couldn't control.
150,I'm avoiding (or delaying) Total Ankle + both knees replacement for post traumaic osteoarthritis due to injuries 30 years.
151,"After starting on Arthrotec, I am able walk with almost no pain and somethimes, no limp."
152,"It has been great, I can walk my dog, go up & down stairs, walk on the beach, go hiking & kayaking."
153,I will take it as long as I can to delay surgery.
154,"I will eventually have the ankle surgery, fighting insurance companies now."
155,It has truly been amazing how this drug has helped me.
156,"NSAID gastritis, severe stomach upset after prolonged use."
157,"false full feeling, very poor appetite."
158,"increased menstruation, 2-3 periods a month instead of once a month, menstrual cramps present with or without vaginal bleeding."
159,i would not recommend this medication for any female who has not already completed their menopausal phase.
160,Some swelling of the legs.
161,I had been unable to get relief from my pain for 2 months following a bone marrow biopsy.
162,I was up to 30 arthritis strength tylenol and numerous Tylenol 3 daily.
163,Couldn't sleep because of the pain.
164,No concentration.
165,Loosing days of work.
166,"Within 2 days of taking the arthrotec 50 (twice daily), the pain was gone."
167,Even the arthritic pain I had in the knees and an ankle.
168,gone.
169,I can sleep again.
170,It is great to be able to sleep & function again.
171,"From one pill : Heavy menstrual bleeding even though my periods ended a week before, cramps, nausea."
172,"Women, beware: do NOT take this medicine unless you've taken it in the past and it was right for you."
173,"Also, do NOT take this if you might be pregnant!"
174,"I checked the reviews on this website before taking this drug, and I thought ""oh, I'm sure it won't happen to me""."
175,"Sure enough, 2 hours after taking a single pill, the bleeding and cramps started."
176,Never again will I touch this drug.
177,"Ongoing stomach problems, had to have an endoscopy to understand why so much pain."
178,"Stopped the drug, got better, but pain in foot meant I had to try again."
179,"I was advised to take Arthrotec with Zantac when necessary, as it would counter the affect on the stomach."
180,"2 weeks later after very small doses there is blood in my stools, major cramps and I have to have a colonoscopy."
181,awful awful awful.
182,I will to have to live with the foot pain because I simply cannot go through this again.
183,I would strongly recommend never going near this drug.
184,"Stomach queasy, but very mild, and goes away."
185,"Just started taking this med after Celebrex 200mg, and before, Meloxicam, other NSAIDs,and natural supplements."
186,Putting off hip & back surgery for life long OA.
187,"Seems to be working fine, pain is limited, though I still limp with damage in hip."
188,Spine & hip pain is greatly reduced!
189,"Menopausal, so waiting to see if minor period bleeding starts like it did with Celebrex."
190,"I'm on no dairy, non-gluten, natural anti-inflammatory diet, no refined sugar."
191,"RA runs in my family, so this is lifelong commitment & it works."
192,Limited caffeine.
193,"This drug works so far, and is giving me back my life."
194,"No irregular bowel or issues so far, and I'm low risk factor for liver, B/P, & cardiac issue."
195,"I take with a meal, use Tums if necessary."
196,Good so far.
197,"Fatigue, Constipation followed by diahorea."
198,Eventually started passing blood and clots with stoals.
199,Painful stomach cramps.
200,"I would not take this drug again, side affects caused me anxiety until I read reviews here of people with similar side affects."
201,"severe headaches, stomach pain, loose stool, all of which spontaneously ended, followed soon after by agonizing muscle spasms in leg with bad knee."
202,Now beginning to experience spasms in left arm.
203,"immediate relief from full body athritic pain, great relief from knee pain--relief from knee pain gradually diminished, probably because I became more active."
204,took celebrex 8-1/2 years.
205,when it stopped working my primary physician put me on arthrotec 75 twice a day.
206,less convenient than the celebrex as twice per day instead of once per day.
207,otherwise as reported by other comments there is occassional joint pain from increased physical activity.
208,"Ate a decent meal and took one pill at 4:30 pm, the 75 size, on 9/10."
209,Within 15-20 minutes my stomach felt empty and hollow.
210,Within 1 hour I had stomach pain that felt like deep pain- like gas pains.
211,I kept eating a small amount of food to make the stomach emptiness and pain ease up.
212,"Went to bed and felt hot flashes and sweated (I don't sweat, am cold natured) and had pain in the pit of my stomach all night."
213,"I felt a deep ache from my waist down to the heels of my feet (Like ""back labor"" pains during childbirth, for those of you who have experienced such a thing, or a prolonged miscarriage.)"
214,My stomach stayed upset and painful through 9/14.
215,"On 9/15 my stomach quit hurting, but the deep pain in my pelvis and down my legs (it felt like my leg bones were filled with cold metal and ached deeply and hurt!)continued through 9/16."
216,"I was just tapering off of my menstrual period when I took the one pill, but noticed an increase in cramping and breasts getting more and more (and more!."
217,The side effects were harder to deal with than the condition I was taking it for- and it made me feel 200% worse!
218,Not worth it!
219,I will carefully take ibuprofen or Aleve (naproxen sodium)- limit using it as much as I am able- and deal with ulcers if I ever end up with one!
220,Taking this horrid stuff to prevent one just is not worth it!
221,"Pharmacist finds it hard to believe one pill did all this- but looked at other meds, and no other explaination."
222,"I took last Lyrica, after a two week trial, on 9/15."
223,"FYI:(I reacted about the same way (excessive mestrual bleeding) to oral, low-dose Prednisone, as well.)"
224,I seem to be more hormonally/chemically sensitive than a lot of people.
225,"It may not be important, but it MAY be> I cannot take, whether because of over-reaction, adverse reaction, allergy: Birth control pills or shots, Codeine, any opiate-based, hydrocodone, prednisone, corti-cortisones, pseudoephedrine, morphine, demerol, percocette, darvon, cyclobenzoprene, (sulfur drugs listed as possibly lethal due to parent's reaction.)"
226,"Allergic to citrus fruits & bioflavenoids, lanolin/wool, and topical Benedryl."
227,"The only side effect that I experienced was the hungry feeling in my stomach ;however I have no complaints, just praise !"
228,Deborah McCready.
229,Lower Back Pain.
230,"Love it so far, finally slept last night."
231,After to Lower back surgeries and intense daily pain I am so relieved to get so rest.
232,"Initially, I experienced a slight, but noticeable difference in pain level: the pain was less severe."
233,"Within a few days, I noticed acid reflux shortly after taking, and it got progressively worse."
234,"It got to the point that I was apprehensive about going to bed; I consistently found myself waking up with acidic bile in my mouth, tasting like I had thrown up."
235,None that I noticed.
236,"I did take my blood pressure today though, and it was slightly elevated from the norm."
237,"I suspect the drug is responsible, but as I am only taking it short-term, I am not overly concerned."
238,I had acute shoulder tendonitis and was in absolute agony.
239,"Within 24 hours of taking this medicine, the inflammation was reduced dramatically and I have continued to improve, gaining back more of my range of motion with each day."
240,"I took the drug only once, at about 9:00 p.m."
241,"15 minutes later I experienced dizziness, nausea, and stomach pain, followed about 10 minutes later by level 6 pain in major joints (knees, hips, shoulders, elbows, hands)."
242,Elevated blood pressure and heart palpitations.
243,Still felt somewhat dizzy and sick the next day.
244,Extreme gas in stomach and intestines for several days afterward.
245,"Had acid reflux-type symptoms for a few days, though I have never had reflux."
246,Evil drug!!.
247,"Some stomach irritation, feels a bit like my pressure is up (in my head mostly)."
248,I pulled my lower back at the gym 2 times.
249,last time was about 1 1/2 years ago and it was pretty bad.
250,Since then my back has really gotten worse.
251,"I still exercise everyday and stretch, but it really is not helping."
252,I final went to the doctor and i am getting x-rays on my spine tomorrow.
253,He gave me about 25 samples of Arthrotec 75.
254,3 days later I cannot believe how good my back feels.
255,"It has to be this drub, because this is the first day i can comfortably bend down with no pain and even touch my toes without bending my knees."
256,"It seems that this drug, like many drugs, works for some and not for all."
257,as for me seems to be really good.
258,Took 50 mg arthrotec with one tylenol #3 and within 30 minutes I had the most severe abdominal pain I've ever experienced.
259,It was more like bowel/uterine cramping.
260,It was so severe I had to go to the emergency room.
261,"I had spent the day there already for my shoulder pain, was given a prescription and never told of these side effects."
262,I then spent the night back in the ER for the severe pain.
263,"The doctor thought it was likely the codeine in the tylenol #3 but after reading all these comments, I doubt it very much."
264,Will never take this medication again.
265,"Severe abdominal pain,bloating,gas,nauseous,constant hunger."
266,These symptoms persisted three days after I stopped taking the drug.
267,My stomach is still sore when palpitated after 5 days.
268,Please think twice before taking this drug.
269,"I had been taking two tablets per day (one @ breakfast time ,the other @ dinner time) for a couple of years when I was alerted to possible long term side effects & then consulted my GP who advised because of the time I had been taking them to only take them on a ""need to basis""."
270,"I immediately stopped completely but found that I had muscular pains all over my body,I have now reduced my intake to one per day @ breakfast time & find that this has proved a moderately succesful outcome."
271,Particularly diahrea!
272,Many unscheduled washroom stops over the time I've taken this medication.
273,Lately ankle swelling and lower tendon pain that was not experienced previously.
274,Males tend to tolerate this medication better than women from my observation.
275,This medication helped get me back to work and achieve tolerable pain levels and mobility.
276,I stopped taking it for 4 days and the pain returned.
277,Currently take one 75mg dose 2 hours before work and seems to be enough to ease my particular condition.
278,Probably alright for otherwise healthy individuals but those with other medical problems should probably avoid it.
279,It will most likely exacerbate there ill health with unwelcome side effects.
280,"I was prescribed this drug because I had spent a whole night in complete agony; abdominal pain, lower back pain, all that I imagine labor pain to be, except I was not in labor."
281,"Though the cause of my pain remains undetermined, the Arthrotec combined with Paracetamol pretty much eliminated the pain."
282,"This was a big relief, as the 1200 MG of Ibuprofen I had taken throughout the night had done nothing."
283,I only took 1 Arthrotec and 1 Paracetamol and that did the trick.
284,HOWEVER: I had a very bad headache yesterday and Ibuprofen again didn't work.
285,"I still had the other Arthrotec pills left, so I took one."
286,"Although it alleviated the pain, I got up this morning with heavy vaginal bleeding even though my period ended last week."
287,"I was relieved to read that this could be a side effect, as it means I probably don't have something serious, but I will have to be in some serious pain to risk bleeding from the vagina again."
288,Next time I'll try my luck with Paracetamol.
289,The pill I took consisted of 50 MG Diclofenac and 200 MG Misoprostol.
290,"just took the drug about 30 minutes ago and am now experiencing the worst abdominal pain ever, like mentstrual cramps/diarreah cramping combined."
291,i had to keep dropping into a crouched position due to the severity of the lower abdominal pain.
292,i was put on this medication because i was taking such high doses of Advil to quell the inflammation in my neck and back muscles that it caused me to have a GI bleed.
293,"but after this little episode, and after reading that it can cause heavy menstrual bleeding, i highly doubt this drug is the best fit for my problem!!"
294,i already have anemia due to the gastric bleed.
295,how could my doctor not think of this?
296,"i'm also starting to feel dizzy and light headed, and can feel acidic bile at the back of my throat."
297,great!!
298,:|.
299,slightly heavier menstrual cycle.
300,An absolute miracle drug for me.
301,None of the stomach issues others seem to have.
302,I was at the point where I was becoming highly immobile and in constant pain.
303,Started taking arthrotec and had IMMEDIATE relief.
304,honestly never thought I would feel that way again.
305,"recently pain has started to increase though, and not sure if I've overworked my back."
306,or if I'm becoming intolerant.
307,Have recommended to two others who have had similar exceptional results for chronic arthritic type issues.
308,1 month PRN.
309,Horrible lower pelvic pain.
310,Uterus contractions.
311,Bloody vagina the next day.
312,Horrible gastric pain.
313,I am looking for another drug to replace this one.
314,I went to the OB GYN thinking there was something wrong with my uterus but I am completely ok.
315,I am not taking it again.
316,"heartburn, nausea, frequent feelings of voracious hunger & sharp unbearable cramping pains in lower gut."
317,Did not seem to make a lot of difference to the pain it was supposed to be treating.
318,"Stopped taking it after 13 days, prefer the pain in my forearms."
319,I was experiencing lower back pain & noticed my spouse had some arthrotec 50mg anti inflammatory pills left.
320,So i read about it online then decided to take one.
321,Then about 20mins later i had MAJOR menstrual cramps & started bleeding.
322,i had rlly bad sickness & ended up puking.
324,"thank god i got the pill out my system, the pain stopped 10mins later but i am still menstrating."
325,This drug cant be good for you if it brought my period on when ive only just finished my last cycle 10 dyas prior to taking the drug!
326,I would not reccomend taking this drug if it hasnt been suggested by your physician.
327,I wont be making that mistake again!.
328,"Didn't have much pain relief, and within a few days of starting the meds I began having cramps and heavy vaginal bleeding."
329,My period ended last week and this med made me have another one!.
330,"Severe abdominal cramping, sweating, period cramps, vaginal bleeding, diarrhea, acid reflux, dry mouth."
331,I would rather have had a migraine than the pain I suffered after taking one of these pills.
332,Don't recommend at all.
333,Within half hour of taking this drug I suffered from excessive cramping.
334,lasted 1/2 hour and continued sporatically over course of several hours.
335,"Became tired,fatigue,shortness of breath from pain, dizzy,nausea, unconsolable."
336,"went hospital, but sat 5 hours never seen by doctor."
337,drug wore off on its own and went home to rest.
338,Threw away the remaining pills.
339,Should be removed from market.
340,"I have taken 6 pills in the past (75mg each), but the side effect I had from my last pill was awful."
341,It induced severe vaginal cramps without bleeding about 2 hours after I took the medication.
342,I ended up having to take additional medication to get rid of the cramps (pamprin) so that I could sleep.
343,Sat on the bathroom for 30 minutes.
344,If I knew I would have went to bed with a sore knee instead - it hurt less than the cramps.
345,This is the only anti-inflammatory drug that helps for my knee pain/inflammation and its reliable in that.
346,"I take it infrequently, once every several months and 1 pill is often enough for me."
347,"nausea,extreme hunger,stomach pain, abdominal pain, vaginal bleeding,cramps."
348,I really think that my doctor hates me.
349,otherwise why would he give me this poison????
350,after 4 days of suffering I'm stopping this nightmare and yes there was some improvement with the pain but is not worth to continue.
351,"After taking the drug for 7 years, i've suddenly developped diarrhea, nausea, loss of apetite, stomach cramps."
352,I've had these symptoms for 4 weeks and i've just realised it could be side effects from arthotec.
353,The problem is if i stop arthrotec I become paralysed by back pain.
354,Seeing the doctor next week.
355,But not sure if my symptoms are due to the drug as i've been on it for so long with no side effects.
356,"After trying several NSAIDs with side effects, I finally discovered arthrotec which relieved the pain and no side effects."
357,I usually take 1 or 2 a day and when the pain gets really bad increase it to 3 a day for one or two weeks.
358,"One hour after taking Arthrotec, I experienced the sudden onset of severe mentrual cramps."
359,I am on the birth control pill and should not have my period for another 3 weeks.
360,"I am in so much pain that I cannot sleep, nor can I take Advil for the pain as it is also an NSAID."
361,The patient warning indicates that this drug can cause an abortion.
362,I wish I'd read my entire monograph before taking the tablet.
363,I would not recommend for women prior to menopause.
364,Nor sure why my doctor thought it would help my endo pain.
365,Anxiety and the feeling I was bleeding inside.
366,Sudden feelings of cramp like being punched in the stomach.
367,A general 'scared' feeling and sitting very still in the hope it would go away.
368,I will tolerate the pain before I would ever take this again.
369,vaginal bleeding and cramping 2 years after menopause.
370,"While this helped some with the joint pain, I was unpleasantly surprised at the return of my period after 2 years."
371,"I had severe endometriosis and adenomyosis all my life, plus the impairment in blood clotting due to EDS, so my doctor probably should not have prescribed this drug."
372,I'm not taking any more tablets.
373,Cymbalta 120 mg per day helps enough with the pain.
374,Constipation right from the start and in ladt 4 weeks extreme joint pain at night (just few hours after taking tablets).
375,Pain so bad it disrupted my sleep co pletely.
376,"also, extreme itching on legs and arms, so bad I scrathced myself raw."
377,"mobility has DECREASED rapidly, especially when trying to go down stairs."
378,Was warned about possibility of constipation but think doctor underestimated how severe it would get.
379,Arthrotec was supposed to ease my pain not make it worse.
380,Have stopped taking and immediatedly muscle/joint pain eased and sleeping much better.
381,Have reverted to use of co-codamol to ease symptoms as required.
382,I have been on Arthrotec for a year and a half and have been very pleased that it does help deal with my back pain.
383,However.
384,"over the last six months, I have started having vaginal bleeding almost every day of the month."
385,"Lots of clotting, and horrible periods."
386,I went to the obgyn and everything came out normal.
387,The doc put me on birth control.
388,"But, the bleeding has not subsided."
389,So now I am scheduled to have an endometrial biopsy on Wed.
390,I had an ephiphany last night about Arthrotec and began researching the side effect.
391,"When I came across this website, I was appalled that the majority of the females mention heavy/extra vaginal bleeding."
392,"I firmly believe this is the answer to my bleeding problem and will be telling the doctor on Monday,."
393,"Although this drug has helped with the pain, it is not worth the cost and hassle of bleeding constantly.,"
394,"On top of that, I am now having to have a procedure that a 31 year old should not have to endure."
395,I truly hope that there are no long term effects from this.
396,"I have not taken Arthrotec in almost a week, yet I am still bleeding."
397,"I do not look forward to the extra pains I will llkely experience in a couple weeks, but I am sure I can find something else to deal with them."
398,I feel that I have become dependent on this medicine to function.
399,"headaches, extreme tiredness, worse heartburn in back of throat, hunger pangs, dry mouth, severe lower abdominal pain/cramping, very irritable."
400,Helped with pain BUT side effects outweigh benefits.
401,"No periods for 10 years, but felt like the worst PMS symptoms ever."
402,This drug should not be taken by women unless misoprostol removed.
403,"As well, GERD much worse."
404,Stopped taking & contacted doctor.
405,"the first pill i took it caused severe abdominal pain but after taking the first one it never did that again , but recently i've been feeling like my stomach is full and empty at the same time hard to explain but thats what it felt like , and also have been getting bruises allover my body due to this drug , other than that my back is back to normal now and i am back at work."
406,just starting to feel tired this week after 3 weeks on the medication and that is the only bad side effect.
407,I think I will try once a day.
408,I could not walk or open my hands in the morning until I took this.
409,"I had a hysterectomy over 10 years ago, so it does not affect my period."
410,"Bleeding mini periods, lightheaded some time, finger tingling when I wake up."
411,"While this medicine did help with my pain, the side affects out-weigh the benefits."
412,"My menstrual cycle is completely out of whack, I'm bleeding several times a month."
413,Nausea occurs when I'm hungry - very odd.
414,Irregular cramping.
415,"This has been to date the only medicine to relieve my hip pain, but it's affecting my quality of life."
416,Who wants to have their period all month long and be non-stop nauseous?!
417,"If they ever fix the kinks I'll be the first in line, but at this point I don't consider this a safe medication."
418,Took my 1st pill 5 hours ago & almost immediately experienced sever abdominal cramps.
419,Much like period cramps.
420,Just took 2 Advil to try & combat the cramping pain!
421,Also; some diarrhea.
422,Will not take any more of these!.
423,"I took my first pill this morning, with food as noted."
424,Rode my bike 12 minutes to work & didn't think I could make it.
425,"Got to work, ran to the bathroom with SEVERE abdominal cramping, had massive diarrhea & severe cramping continued for 2 hours."
426,I had to leave work & go home sick.
427,I would much rather put up with my debilitating chronic knee pain (waiting for surgery) than to ever take another pill.
428,I spent $100 on the stupid pills - what an utter & complete waste of money.
429,"Upset stomach, nausea, vomiting, abdominal pain, constipation to loose bowels, excessive hot flashes and night sweats, blurred vision, irritability, chest discomfort."
430,"Took with food , did not help."
431,Took for 7 and 1/2 days.
432,could not take another dose.
433,Very bad drug.
434,Would rather have the elbow pain!.
435,none but it wears off after 15 days.
436,"Natural cures are better; apple cidar vinegar can effectively cure arthritis and headaches; vitamin C crystals can help pain at high doses; the Gerson diet with no salt can cure migrains, Fibro etc see doctoryourself.com and 'just say no to drugs' (Nancy Reagan)."
437,I am menstruating with heavy bleeding every 11 days.
438,"Honestly, I can't figure out how I can lose this much blood and still function."
439,"I have horrific cramps to begin with, so I can't say whether arthrotec increased that."
440,"I have endometriosis, so I'm not sure if that is something that doesn't agree with arthrotec."
441,"It did help with the pain I experience with the pinched nerve, but it is not worth it to me to continue."
442,"I have been concerned about long term effects of Arthrotec, but with chronic back for 9 years I cannot live without it right now."
443,I was shocked to read some of the comments on this website.
444,"I never had any stomach trouble, or cramps, or anything people have mentioned here."
445,People mentioned Celebrex.
446,A friend of mine developed an ulcer after only a short time on Celebrex.
447,I do not have any kind of stomach trouble after 8 years.
448,Would I rather not take it?
449,"Of course, but I have to be able to get out of the bed in the morning."
450,"I have blood work done every year to see if there's any kidney, liver damage or anything, and so far there hasn't been any."
451,I would recommend it.
452,"Dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest."
453,"Hadn't realised it was related until I read this but I get the hunger pangs too, I'm assuming this is the acids and gas in your stomach constantly churning over that make you feel like you're hungry."
454,I've taken co-codamol for my fibromyalgia for many years which I have very few side effects with.
455,I've recently had this severe hip pain on both sides which the co codamol wasn't touching so I went back to the Dr He recommended this anti-inflamatory and as he said next stop would be cortozone injections I was willing to give it a try.
456,I've tried it for a week but it makes me feel dreadful.
457,"Every time I stand up I have to hold onto something for fear of falling over, I feel sick and light headed and I get those waves of nausea where you suddenly feel all clammy."
458,"It's very much like having a permanent hangover, even down to the hunger which until I read thsi site I hadn't connected to the rest of it."
459,I've felt no discernible difference in the pain in my hips and the side effects simply aren't worth it so thats it for me and this drug.
460,"Stomach pains, chest pains, anxiety, fatigue, headache, erratic heart beat, raised blood pressure, dizziness, nausea (even when taken with food), blurred vision."
461,I was given a 6 day trial of Arthrotec along with a 9 day trial of Aciphex on 4/25 (three bottles of three pills).
462,This was a solution my doctor came up with.
463,"I've never had consistant heart burn or indigestion, no signs of acid reflux, so I was confused as to why he would offer me this medication."
464,"The first day I took both pills, I experienced some dizziness and some nausea and some serious period like cramps."
465,"I was at work, so I just had to brush it off."
466,It continued each time I took it.
467,"After about two days (two doses), the cramps continued and began inhibiting my menstrual cycle (which I was due to start)."
468,"So, I googled the side effects of the drug, came across this site, and realized I wasn't the only one with those side effects, so I felt a little better about it."
